Sign_Order,Sign_Order_Num,Fortune_Level,Poem_Title,Poem_Text,Holy_Meaning,Sign_Interpretation,Meaning_Explanation,Detailed_Explanation,DongPo_Commentary,BiXian_Commentary
第 90 籤,90,壬癸 (中平),塞翁失馬爲福,崆峒城裏事如麻，無事如君有幾家，勸汝不須勤致禱，徒營生事苦諮嗟。,訟和吉、求財無、婚未成、病無慮、信未至、勿他圖、不須禱、且安居。,此籤境地寬舒。儘可安常處順。消受太平之福。若格外富貴榮華。乃由人家積功累德所致。非可勉強貪求。只須反求自己。何得妄瀆神明。若自作不靖。平空生事。求如現在安閒不可復得。有不輾轉愁嘆者乎。悟開此理。急將貪求之念。易爲積德之計。則幸矣。,崆峒城裏。泛指所居之地。事如麻。人人勞擾不寧也。無事如君。言爾獨得清閒之樂。有幾家。他人望想不到也。勤致禱。是貪心妄想。禱神垂佑。勸汝不須。戒之也。止之也。徒勞生事。是無事。自尋有事。必致多受煩勞。苦諮嗟。是苦苦長嘆。至此時悔已遲矣。不如及早醒悟之爲得也。,能夠像你無事安閒度日者，實在沒有幾個人，你現在的閒適，是得自先人的積德累善而來，無法強求，如果你無法滿足現狀，還汲汲營營地想要榮華富貴，求天告神，只是徒增煩惱罷了，這個貪念會造成諸多勞苦，而且後悔也來不及，必須看開此點，及早醒悟，才得以安閒度日，否則將白忙一場，甚至勞碌終生。,人事擾擾、君獨清閒、不必瀆神、妄求多般。反招口舌、激起禍端、急宜靜守、以保平安。,閒人厭安閒、妄想忽多般、惹起無干事、求閒卻是難。
第 91 籤,91,癸甲 (中吉),朱衣暗點頭,佛說淘沙始見金，只緣君子苦勞心，榮華總得詩書效，妙裏功夫仔細尋。,求名利、勤苦有、訟須勞、終無咎、問婚姻、宜擇友、探行人、三六九。,此籤凡有謀望。皆得成就。但須涉歷勤苦方可。故以淘沙見金爲比。沙非容易淘。金非容易得。人生苦志讀書。亦復如是。爵祿榮華。皆從詩書中得力。君子憂道不憂貧。唯自求功夫精到。定有效驗。若作輟無常。內鮮實功。是坐地待金。豈有冀哉。,淘沙見金。言從艱難中得來。君子。指讀書人。言其用心勞苦。亦與淘金者。無以異也。榮華。指功名富貴。詩書效。言必詩書然後可也。妙裏功夫。即指詩書奧妙之處。仔細尋。言須苦功練習。則功名富貴可必矣。雖專指讀書說。凡事可類推而得之。應驗或主庚辛申酉年月日時斷亦可。,努力必有收穫，但並非容易，必須付出心力，纔能有所得，就像是讀書人一樣，努力用功，書中自有顏如玉，書中自有黃金屋，但必須經過辛勤的勞苦，未來功名皆從書中得來，其中的奧妙，必須細細思量，也就是辛勤用功，才得以功成名就。此籤表示沒有不勞而獲，必須經過一番勞苦，富貴名利纔會隨之而至。,淘沙見金、勤苦方得、富貴榮華、皆是書力。肯用功夫、自然有益、惰於經營、終無所獲。,凡事精勤、方見利益、苦志詩書、青雲咫尺。
第 92 籤,92,癸乙 (中下),富鄭公活流民,今年禾穀不如前，物價喧騰倍百年，災數流行多疫癘，一陽復後始安全。,訟紛紜、久自解、病患多、終無害、財祿難、時且待、孕屬陽、祿終在。,此籤年運欠吉。諸事不利。耕作防凶年。置貨防折本。是非曰有。病患淹纏。交冬至後。方得清靜之象。凡事凶多吉少。禍早福遲。最宜審慎。,禾穀。田家指望。不如前。恐水旱之憂。及蟲蝗爲患也。物價喧騰。皆因凶荒所致。倍百年。指百年來未有之災也。疫癘。乃天行時症。主呻吟死亡之禍。一陽復。系子月冬至節氣。或作七日來複解。應在七數。始安全。至此時運程方亨。禍去福來也。佔者耐得險阻艱難。末後頗有收成。不能耐者無冀矣。,今年的收成與往年不能比，實在是少得可憐，因爲天災所致的歉收，造成了物價的大幅波動，這是百年來的大變動，因爲無法防止的天災，造成了傳染病的流行，而且有致命的危險，必須到冬至時節，才得以控制，慢慢地回覆以往。此籤表示今年運氣不佳，諸事不順遂，必須要到年尾冬至，才能較平順，然而一年即將過完了，表示凶多吉少，必須要特別謹慎小心。,目下求謀、今不如昔、口舌疊來、病多啾唧。時運尚乖、至今不吉、待冬至後、方始寧息。,災耗重重見、紛紜口舌攻、疾病多沉滯、訟事必先兇。
第 93 籤,93,癸丙 (中吉),高宗得傅說,春來雨水大連綿，入夏晴幹雨又愆，節氣直交三伏始，喜逢滂沱足田園。,財聚散、病反覆、欲求安、侯三伏、事進退、宜作福、婚可成、慎往復。,此籤謀望。起首及中間不免阻滯。末後方得順利。如春天雨水多。亦不爲好。夏天晴幹太甚。亦屬急迫。一旦時雨滂沱。頓覺生機勃勃。喜出望外。人久困得時者。似此景像。豈非盈虛消長之聽乎。自然吉凶禍福之主於氣數者乎。,春雨連綿。正二三月平穩。入夏晴幹。四五月間欠利。三伏。夏至後第三庚爲初伏。第四庚爲中伏。立秋初庚爲末伏。喜逢滂沱。望雨者。至此時甘霖沾足。謀事者。至此時機緣隨意。應在庚日。及六七月之交。雖多齟齬。終有成就也。,春天是一年的開始，連綿的春雨一直下不停，到了夏季時，卻又幹旱無雨，實在是時運不濟，春天灑下的種籽，因爲太多的雨水，無法完全生長，到了夏天成長的時期，須要較多的雨水，反而又幹旱，勢必今年的收成會有影響，好不容易到了仲夏時期，節氣轉換之時，來了場滂沱大雨，有久旱逢甘霖的意思，足以滋潤乾涸的農作物，解決了危機。,盈虛消息、天道之常、春多如意、夏卻乖張。直交三伏、時運方昌、財多積聚、事事平康。,雨後久晴晴又雨、吉凶反覆皆如此、艱危正值倒懸時、恰有天緣方在邇。
第 94 籤,94,癸丁 (中吉),天隨子召拜拾遺,一般器用與人同，巧斫輪輿梓匠工，凡事隨緣且隨分，秋冬方遇主人翁。,遇貴人、訟得主、名尚遲、病未愈、婚未成、信尚阻、待秋冬、方有遇。,此籤言有才技。且須待時。如梓匠輪輿。雖能備物致用。不可急迫求售。必且聽諸自然。安分等待。久久或有投合之處。苟未及時。而妄圖躁進。豈有當乎。,器用所用。人世皆然。梓匠輪輿。乃制器用之工。巧斫。斫削精巧也。隨緣。是與時俯仰。隨分。是守己無求。主人翁。乃求梓匠輪輿之人。秋冬方遇。言遭際各有其時。時至乃得成就也。佔者近事應在秋冬。遠事應在晚景。總以隨分隨緣爲上計而已矣。,平時所用的工具，和人是一樣的，製造器具的精巧工匠，雖然有着巧妙的手工，但沒有須要用到器具時，也只能默默地鑽研自己的手藝，只能隨遇而安，固守本分，無法強求，一直到秋冬季節，遇到了須要用這個器具的主人，才得以發揮工匠的手藝。此籤表示平時專注在手藝方面的鑽研，等待時機的到來，時間到了，就會遇到賞識工匠手藝的主人出現。,機關謀望、人事雖同、隨緣隨分、心合蒼穹。秋冬時至、遇主人翁、藉此提攜、凡事皆通。,莫道惺惺勝別人、諸般由己不由人、安常守分藏吾技、待有遭逢愜主賓。
第 95 籤,95,癸戊 (中吉),文帝奇釋之,知君袖裏有驪珠，生不逢辰亦強圖，可嘆頭顱已如許，而今方得貴人扶。,財發遲、訟終析、名晚成、婚未決、問遠信、在此月、遇貴人、災難滅。,此簽名利晚成。凡事皆主遲得。如驪珠在手。似宜聲價十倍。然機緣未至。強圖奚益。必待頭顱老大之後。方得貴人扶持。所謀遂意。亨困遲速間。天實主之。豈可冀幸哉。,驪珠。驪龍之珠。袖裏有此。人所寶貴。逢辰。猶言遇時。或遇在辰字。不逢辰。時未至也。勉強貪圖。計亦左矣。頭顱如許。鬢髮星星之狀。貴人扶。是時辰晚之年。恰有勢力之人。爲之推薦。名利才得遂意也。唯順以俟之而已。,明明知道你是個有實力的人，偏偏生不逢時，當機緣未到之時，勉強也是沒有用的，一直到兩鬢斑白之時，纔得到貴人的賞識，所有的名利富貴，都必須在晚年纔有所成。在年輕時必須多多充實自己的能力，也許必須度過漫長的蟄伏期，但總有出頭天的時候，不可懷憂喪志，晚成就總比一生沒有成就要來得好，必須順勢而爲。,藏器待時、弄巧成拙、今當晚景、遇貴提攜。凡事謀望、各有時節、福祿勝前、自當發越。,富貴功名桃李花、誰知梅蕊發光華、莫嫌老鬢白如雪、盡有桑榆簇絳霞。
第 96 籤,96,癸己 (上吉),於公高大門閭,婚姻子媳莫嫌遲，但把精神仗佛持，四十年前須報應，功圓行滿有馨兒。,名利訟、遲方吉、病漸瘥、婚姻實、中年後、得子息、問行人、未有日。,此籤諸事遲滯。賴有佛力暗持。皆由積累有素。早經感應。直待功行圓滿之後。自有穎秀佳兒。爲之光大門戶，不過稍遲。必無爽報。人可不以存心陰騭爲要哉。佔者合此則吉。否則急自修省可也。,婚姻子息。人生大事。不論遲早。終須成就。唯仗神佛扶持。兇可化吉。無而爲有矣。四十年前。統計已往之事。須報應。尚有可望美報之處。濟人利物謂之功。省身修德謂之行。圓則功已廣博。滿則行己周到也。馨兒。寧馨不凡之兒。神佛之賜。積德之報也。人事迴天如此。可不勉乎。,結婚生子乃是人生大事，在這方面會比較晚成，但還是會有結果，不要抱怨，可以把精神寄託在神明，從事善行，則可招來吉運，現在的報應是累積了前四十年的因果，也就是現在的禍福是自己過去善惡的結果，由於過去一直行善，所以在功德圓滿之時，能喜獲麟兒，凡事不可強求，一切都是自己所累積的結果。,謀望雖遲、終有所遇、福神相佑、扶持門戶。中年運泰、事宜進取、凡百稱心、鹹無憂慮。,莫言來速與來遲、天道分明且待時、積德到頭終有報、成功何處不相宜。
第 97 籤,97,癸庚 (上上),公孫宏白衣三公,五十功名心已灰，那知富貴逼人來，更行好事存方寸，壽比崗陵位鼎臺。,訟即解、名可成、財漸聚、病且寧、孕生子、婚姻平、行人至、事稱情。,此籤功名晚成。應在五十以外。少壯時有志不遂。衰遲後無意得來。此乃天數所定。然不可因此自足。須更力加培植。事事積德。處處存心。古稱現在之福。如點燈。漸點漸消。積來之福如添油。越添越盛。由是增壽加祿。後福未艾。雖晚遇更勝少壯也。聖言不虛。信之寶之。,五十。年力將衰之候。功名心灰。無志進取也。富貴逼人。好景在即。更行好事。言積德以迓天庥。存方寸。言修必以邀神佑。壽比崗陵。言增紀益算。有似崗陵之固。鼎。指鼎柱。臺。指三臺。系宰相三公之貴。均唯積善有以致之。雖曰天命。豈非由人命事哉。,過了五十歲之後，對於功名利祿已經快要灰心了，怎麼會知道遲來的富貴接着而來，盛況在前，必須更行善積福，將隨時心存善念，則壽命會更加延長，地位也會更加崇高。此籤表示一切功名皆晚成，在中年之後富貴將不請自來，將善行存於心中，是保有富貴的最佳方式，此後將一切順遂如意。,功名志退、一豆逢時、逼人富貴、皆善所基。便行好事、相與扶持、壽高貴顯、大勝前時。,萬事天公作主張、漫嫌鬢髮已蒼蒼、只須陰騭迴天意、科第登雲壽更長。
第 98 籤,98,癸辛 (中吉),張騫泛鬥牛,經營百出費精神，南北奔馳運未新，玉兔交時當得意，恰如枯木再逢春。,名利有、晚方成、訟與病、久方平、孕生子、行阻程、遇卯運、事皆亨。,此籤先兇後吉。凡事逢春則遂。遇卯年月日。漸見生機。不可急遽貪求。枉費心力。無益於事。何如惜養精神，以待水到渠成之妙。非所謂相時而動。動罔不藏者乎。,前費精神百爲蹭蹬。運途乖舛。奔走徒勞。後望更新。卯年月日。爾時得意。化雨春風。吹枯噓生。一般發育。晚景條暢。差慰平生。時之未來。登天無路。時之既至。順水放舟。當且寬裕優遊以待之。,耗費精神在經營事業上，總是毫無頭緒，即使辛勤地南北奔波，也是無濟於事，必須等到卯年月日，才得以轉機，此時才能漸漸順遂，猶如干枯的樹木，每到春天的時候，依然能發出新芽，猶如重生。此籤表示必須經過一番辛勤的努力及失望，直到適當的時機，才得以揚眉吐氣，時機未到，做任何的努力都是無濟於事，時機到了，有水到渠成之勢，晚景運勢亨通。,營謀艱力、見逢時否、奔北趨南、百事未遂。卯年月日、方可營計、轉悴爲榮、節節生意。,前路蹉跎幾嘆嗟、勞勞心跡鏡中花、一番春色覘天意、年運亨通卯最佳。
第 99 籤,99,癸壬 (上上),百里奚投秦,貴人遭遇水雲鄉，冷淡交情滋味長，黃閣開時延故客，驊騮應得驟康莊。,名與財、皆得意、家道康、婚吉利、病即安、孕生貴、訟則伸、行人至。,此籤主交友言。由疏而密。由淡而濃之象。始時貧賤相交。跡似淡漠。一旦朋友得志。貴極人臣。大有開閣相延之慶。況以車笠舊好。自無不勤加拂拭。有不如驊騮之開道路者乎。凡事先平而後奇。先名而後實。先艱阻而後順利。大得貴人之力。,水雲鄉。貴賤遨遊之地。貴人。指異日顯達之人。此時實不知也。是以貧賤相交。光景甚屬冷淡。然交情投契。卻有滋味可尋。與勢利中翻雲覆雨者不同。黃閣。指丞相公廨。漢公孫宏有開閣延賓故事。此藉比朋友得志時所爲。言藉彼提攜。當如驊騮絕足。直上康莊大路。可軼塵而奔矣。驊騮。或作午年月日。及午方。及午命。微驗亦可。,在他鄉異地所認識的朋友，不知他未來會是皇宮貴族，當時均是兩袖清風之人，所以交情完全在於人品，反而能交到知心好友，他日成爲高官祿爵，必能順手提攜，成爲共享富貴的朋友。此籤表示在窮困潦倒時，才能感到其真心，交情不因身份的而有所不同，纔是真正的好友，表示得到朋友的提挈而飛黃騰達。,憶昔貴人、忽見邂逅、從此提攜、命運亨泰。出入圖謀、凡事利快、士庶佔之、前程遠大。,結交道義勝黃金、黃金不及至人心、王陽貢禹當年事、相慶彈冠待好音。
第 100 籤,100,癸癸 (上上),趙閱道焚香告天,我本天仙雷雨師，吉凶禍福我先知，至誠禱告皆靈驗，抽得終籤百事宜。,籤詩百、數已終、我所知、象無兇、禱神扶、藉陰騭、危處安、損中益。,此籤已成功而終。前數之終。後數之始也。聚前數之終。則有豐亨豫大之象。藏後數之始。則有引伸不窮之意。是以百事皆宜。根深實茂。永遠完成。然必至誠無僞。積善感通。方得受命如響之應。唯厚所以集福之本而已矣。,天仙。大羅金仙超出衆仙之上。雷雨師。掌雷霆雨澤之神。帝自言神在天上也。吉凶禍福。人不知。而神知之。他神不知。而帝必先知之。體物不遺之謂靈。感而遂通之謂應。互誠禱告。言無僞無妄之求。必得靈應也。終籤數之成。是以百事皆宜。奉聖教者共勉之。,天仙是衆仙之上的神明，而雷雨師是掌管雨水的多寡，也是世間凡人耕作收成的重要天神，吉凶禍福凡人不可得知，而我必定知曉，至誠至信的祈禱，只要不貪心或存有害人之心，願望必能得到實現。抽中此籤爲籤之終，而百籤也有圓滿的意思，凡事皆能順遂，必有所成。百是圓滿的終點，也是起點，天地萬物自有循環。,吉凶禍福、神先知之、更修陰騭、神必佑之。凡百謀爲、有進無止、數雖已終、週而復始。,吉凶禍福自天公、經緯分明處處通、好竭忠優敦善道、慈悲佑啓福無窮。
