Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 31 籤,31,中下籤,乾宮,姤,初六,乾,平破,金,水,木,火,土,金,離別間，雖不易，同伴行，猶不滯，早早起程，免他失意。,古人云：相見時難別亦難。這種體會你也曾有過。所以籤詩的開頭意思還是好懂。後邊就算雜了，不明白籤意是指我，還是指他，明明我卜問的是自己的事。如果籤意是告訴你，目前這個依依難臺的人，在現階段裏，是你的剋星，你會不會大喫一驚，並且連連搖頭否認。打死我也不相信。 易經八卦中所指的相生相剋，是從陰陽五行、方位、季節、生肖等等諸多方面諸多因素，綜合對比的一種嚴密的考證，並不遵循感情因素，這種後天的組合。“天若有情天亦老”，而天是永恆不老的，證明了情感的蒼白。 趕快與他分手，免得因爲他的原因，而使你蹉跎失意，釀成敗局。 當斷不斷，其怪自亂。不要再婆婆媽媽，乾脆一些。將來你會明白其中道理，他也終會能夠理解你的苦衷。既是短期同路人，到了分路口，當然要分手了。
第 32 籤,32,中上籤,兌宮,兌,上六,履,持平,金,火,水,土,木,金,樂之極矣憂將至，巽兌分明吉與兇，未能光大終幽暗，日落西山返照中。,事物再美好，也會走到極端處，物極必反，樂極生悲。巽和兌都是兩卦名稱。八卦有八門，巽和兌相對應的是社門和驚門，杖加驚：主門戶內憂疑驚恐，並有訴訟事，當然預示了一個兇的結局，也許還會有失脫破財的局面。而且這場大是非，格要弄得你精疲力竭，元氣大傷，始終不能再光大，東山再起無望，你將走一段相當長遠的黑夜獨行道，無人伴你助你安慰你。 直到最後，纔會出現一種類似“迴光返照”的局面，使你感受到一線生機。不過，那也很短暫。 這時候，這種機會，你可千萬要牢牢把握住。
第 33 籤,33,中籤,坎宮,豐,初九,小過,平,水,命,命,命,命,命,歷赤波濤三五重，誰知浪靜人無風，須教明達青雲路，用舍行藏不費功。,這首籤詩告誡我們應當認識到出仕與退隱的辯證關係，正確對待職務高升和不被任用的不同遭際。一句話，就是要讓你認識目前的處境，識進退，知深淺。開始兩句的意思比較易懂。人處在逆境中，不氣餒、不頹喪，再大的風浪都闖了過來。風乾浪靜，一帆風順的時候，在安安穩穩的環境下，反而會沒有動靜，有誰知道其中的奧祕呢？該明白的是那些目光深遂的人，對事理有着明確而透徹的認識，往往能夠領會如何去達到真理的最高境界，那就是懂得用舍行藏這個深刻的道理。“用舍行藏”這句成語出自《論語》：“用之則行，告之則藏。”意思是指被任用就出仕，不被任用就退隱，是儒家根據易理推出衍出的一種進退觀。 宦海沉浮，須領會這個道理，一切順從天意。順法自然。
第 34 籤,34,上上籤,兌宮,歸妹,九四,臨,持持,金,火,水,土,木,金,缺月又重圓，枯枝色更鮮，一條夷坦路，翹首替青天。,這首籤詩以生動、明快的畫面，回答了有關事物的詢問：本來看似無望的事物，終於有了根本性的轉機，朝着順利的方面發展。那一鉤殘缺的月亮，將會重新圓潤生輝，露出團團的笑臉。 枯敗的枝條也會抽芽長葉，改換新色，顯示出勃勃生機的新綠一片。”這裏的更，是更換、改變的意思，不作更加的意思講。一條平坦的大道，展現在你的面前，勝利有望了，抬頭看那晴朗的天空，已不再是彤雲密佈、陰霾滿天，藍湛湛的，侮一塊剛洗過的玻璃，萬里無雲。 這件事，對於你一生將是一個巨大的轉折，影響之大，不可想象。總之，你的命運終於有了轉機，用不着爲此而擔憂了。你幸運的的方向是西北，在那裏將可一顯身手，大展宏圖。
第 35 籤,35,上上籤,艮宮,艮,六五,漸,持持,土,木,金,火,水,土,行路難，行路難，今朝方知行路難，前程廣大何足慮，勉力今朝渡此灘。,漫漫人生路，有幾多艱難，迂迴曲折坎坎坷坷，辛酸苦辣，激流險灘。“事非經過不知難。”然而，你早巳明白，深有體會，因爲你曾將幾乎所有的苦澀都嘗過了。如今。擺在你眼前的河灘，依然風高浪險，令人膽寒。但命運早已決定，這是你一生中最後的一道難關。 渡過去，美好的前程在向你招手，你一定不要泄氣鬆勁，爲了明天去拼搏一番。 在近期內，有位卯年出生的朋友，會向你伸出有力的援手，給予你無私的幫助，注意他的出生年份可能如下：1927、39、51、63、75、89、99年。 這位貴人遠在天邊，近在眼前，隨時就會出現，你要多留意。 如失之交臂，未免可惜。
第 36 籤,36,上籤,乾宮,遁,九五,旅,持,金,火,水,土,木,金,春景春色新，鮮意傍水生，春光無限好，好去宴瓊林。,事物的成功與失敗，往往由方位和季節的因素所主宰，這也就是我們通常所說的時間和空間。這種特定性因素是非常嚴密而又富於羅輯性的，缺一不可，相輔相成。這支籤裏談到兩個先決條件，季節是春天，方位是傍水而生的有關人事。這裏也仍是一種暗示，說得比較含蓄，其中奧妙也需用易理去理解、體會。 春天所對應的方位是東方。 水旁所生長的是樹木，水能旺木、生木。未所對應的方位也是東方。 河南開封府城西，有一座風景秀麗的園林，名叫琉林苑。古代帝王常常在這裏大擺宴席，招待每屆新中的進士，慶祝自己又一次收納天下英才。這裏告訴你，趁着大好春光，正好去趕赴這場競爭，而且必有赴瓊林宴的福份，這正預示了一種美好的結局。
第 37 籤,37,中下籤,乾宮,大有,六五,乾,平破,金,水,木,火,土,金,萬馬掃元，千猿朝洞，虎伏龍降，道高德重。,這首籤詩根據易經“歸妹”，一卦而成。總起說來，歸妹，是指天地的大義。天地之氣沒有得到應有的交流，則萬物不興。另外，雖然德高望重，但人所處的地位不當，所以前往有兇，不能獲利。主要原因是柔弱勝於剛強。陰盛陽衰。 這裏列出了馬、猿、虎、龍四種生肖，並指出了兩種不當位的現象。其中馬與猿(猴)一歸元，一朝洞。然而心是猿。意是馬。 喻意心意不定、雜念叢生，目標當然也就難以達成。也可引伸理解爲屬馬的人與屬猴的人之間，相互制約。不能很好合作，這種搭配方式是一種錯亂。另外；就虎、龍兩種屬相的人而言、相互之間也很是牴觸。難以成功地和睦相處。 所以。雖然德才兼備，不論是降低身份或是不肯低就，屈尊就卑，均不足取，最終還是徒獲虛名，其他將一無所獲。
第 38 籤,38,中籤,巽宮,巽,九三,渙,平,木,命,命,命,命,命,黃鸝報上林，春色鮮明，提靶快着馬，上速得程。,黃鵬是一種頭黑體黃的益鳥，叫的聲間特別動聽。上林苑，在陝西長安縣(今西安)，修建於秦代，到漢武帝時又重加修茸，有離宮七十所，廣三百里，是古代帝王遊樂的園林。春光明媚的御花園裏，黃鵬正在婉囀高鳴、預報的當然是一種上佳喜訊。 所以，希望你不要猶豫，趕快動身，上京去博取功名。—路之上，不要留連耽擱，快馬加鞭，讓事業一氣呵成。此籤與與節密切相關，春季得此籤爲上上大吉，無往不利，收穫巨大，可謂一場大富大貴；夏、秋爲中吉，獲利一般，雖不貴而猶富；冬天得此籤則爲下吉，收穫甚微。難籤人意。
第 39 籤,39,中上籤,巽宮,頤,六二,損,持平,木,金,火,水,土,木,大肆放靈丹，救人行萬千，到頭登彼岸，渡過入仙班。,廣泛地積德行善，幫助成千上萬的患者，使他們服了你的靈丹妙藥，紛紛得以痊癒，早日康復，當然是一件值得稱頌的好事。當功德圓滿之際，你將步人一個新的意境。這是一種超凡脫俗的境界，曾被千百萬人所苦苦追求，而達到這種境界的人卻爲數區區，寥寥無幾。 你以修煉的一技之長，加上異人傳授的奇功，去造福於民衆，民衆無不祟仰稱的德行，你將像八洞神仙一樣，四處雲遊，自由自在，讓人難以尋覓。而當人們最苦最難的當頭，你卻出人意外地出現在他們當中，解人倒懸，你對塵世的一切，無慾無求，卻處處隱惡揚善，替天行道。 你從現在起，要加緊自我修煉。並把別人做的每一件善事，當作修煉的功課之一。持之以恆，終會達到天人合一的境界。 因爲你是一個能與天地同流、且極具緣份之人。
第 40 籤,40,中下籤,乾宮,不雅,九二,渙,平破,金,水,木,火,土,金,一帶水，碧澄澄，舟行江上，月到天心，穩步其中，玄妙不聞，非人誤已，幾喪生身。,明月當空，映照看一條碧澄澄的江流。波光潮翻的江上，一帆船影，緩緩前行，給萬籟無聲的畫面，增添了動感的魅力。這樣一幅月夜行舟圖，其中隱退着多少玄妙的道理，你知曉嗎？正因爲沒有參透其間的玄機，幾次三番差一點兒栽到水裏，你這個識水性的人啊，那可是要命的。舵公和水手，都在認真地操作。這些人久歷江湖，慣幹夜間行舟，經驗十分豐富，不會出現任何失誤的。看來，主要責任應當由你自己來負，風險來自你自身。 木在水上，舟行水面，組成了渙卦。再上邊是一輪明月，屬坤。讓我們看看渙卦怎麼說：渙，亨，王假有廟，利涉大川，利貞。 渙。就是離散，離心離德，失去和睦的意思。你沒有將自己的全部意圖向你忠實的手下人交代明白，也難怪他們對你減少了信心和理解。
第 41 籤,41,中籤,坎宮,屯,六三,既濟,平,水,命,命,命,命,命,桃李舒妍，春光鮮麗，夏辰美景，君須記取，隨心所往，事事相宜，元用多疑，莫瀆神抵。,你要此事成功，關鍵要掌握時機，不可輕易錯過。正月醞釀成熟，並初步着手進行，二月間便能進入決戰性的關鍵時刻，並在中下旬中大獲全勝，三月間你將妥善處理好各項遺留問題，總結成功的經驗，並制定新的行動方案。論到此次的最佳方向，應屆東方。其他方位，稍次之，均吉利而無大礙，可隨心而往。你在中期及事後，都應拜謝神靈給你的佑助，千萬不要讓小勝利衝昏了頭腦，狂妄自大貪天之功。 東、西、南、北、上、下六方之神分別是青龍、自虎、朱雀、玄武、勾陳、蛇。答謝禮拜，務必虔誠、潔淨，不要褻瀆。 成功的幸運時刻將在夜間，哪幾乎是你一天十二時辰中精力最充沛、頭腦最清醒的時候。
第 42 籤,42,上上籤,巽宮,蠱,初六,大畜,持持,木,金,火,水,土,木,隱中顯，顯中微，箇中有玄機，參得透了，直上仙梯。,《周易》中的奧妙囊括了天地間的一切。天地之間各種創造和變化的因果關係，並沒有明顯地泄漏，所以人們往往難以掌握其中的真諦。不是任何人都能掌握方法去預測吉凶，顯示禍福。這種預測法則也不是能夠輕易傳授給不論什麼人的，這裏就有一個“緣”的因素。如果看緣，能參透玄機。當然就不同凡俗了，可以成功地登上天梯。羽化成仙。 這支籤，看似沒有直接回答你的問題，盡是些摸不着邊際的話，含含糊糊，讓人不得要領。 其實，籤的意思還是很明顯，不過稍微轉了一點彎子，你目前的思路是正確的，正符合天地之道義，你可以放心去做，無往而不利。只是你須像保守天機祕密一樣，讓自己的計劃、打算，祕而不宣。更不要向任何人透露。哪怕是一小點細微末節，人家也會從你透露的信息中，梧出全盤祕密來，因而剽竊你的智慧，你的勞動成果，讓你白白辛苦一場。
